Crop,Soil_Type,Nitrogen,Phosphorus,Potassium,Fertilizer,NPK_Ratio,Reason,Application
Mango,Black,45,13,33,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Mango,Red,110,43,46,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Mango,Red,78,37,88,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Mango,Red,44,55,52,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Mango,Red,92,10,59,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Mango,Red,56,38,27,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Mango,Red,102,21,91,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Mango,Red,104,39,97,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Mango,Red,89,28,104,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Mango,Red,50,39,98,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Mango,Red,59,25,68,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Mango,Red,105,58,77,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Mango,Red,89,57,30,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Mango,Red,44,47,106,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Mango,Red,109,31,29,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Mango,Red,65,22,50,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Mango,Red,101,13,106,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Mango,Red,64,41,29,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Mango,Red,55,14,120,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Mango,Red,104,34,43,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Mango,Red,118,28,36,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Mango,Red,79,59,20,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Mango,Red,45,59,37,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Mango,Red,31,39,110,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Mango,Red,70,62,91,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Mango,Red,27,62,62,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Sandy,100,39,155,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Sandy,58,10,201,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Banana,Sandy,215,40,374,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Banana,Sandy,100,24,110,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Banana,Sandy,74,24,309,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Banana,Sandy,230,61,133,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Sandy,225,27,95,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Banana,Sandy,222,43,111,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Sandy,130,25,292,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Banana,Sandy,135,61,77,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Sandy,114,35,218,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Banana,Sandy,106,48,335,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Banana,Sandy,237,52,327,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Banana,Sandy,155,53,155,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Sandy,123,26,207,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Banana,Sandy,99,60,158,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Sandy,60,37,77,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Sandy,63,21,206,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Banana,Sandy,130,51,292,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Banana,Sandy,129,27,159,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Banana,Sandy,202,12,64,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Banana,Sandy,207,35,101,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Sandy,89,58,330,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Banana,Sandy,189,35,223,NPK 12-32-16,12-32-16,High phosphorus demand with moderate N and K deficiency. NPK 12-32-16 emphasises P with balanced N & K.,Apply 100–125 kg/ha as basal. Supplement with 30 kg/ha urea at 30 DAS.
Banana,Sandy,244,60,127,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Loamy,210,20,127,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Banana,Loamy,181,31,353,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Banana,Loamy,58,36,349,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Banana,Loamy,229,18,175,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Banana,Loamy,170,18,364,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Banana,Loamy,232,18,98,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Banana,Loamy,57,57,120,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Loamy,127,33,248,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Banana,Loamy,55,21,353,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Banana,Loamy,230,51,66,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Loamy,108,42,146,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Loamy,231,43,82,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Loamy,230,60,84,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Banana,Loamy,151,25,183,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Banana,Loamy,77,40,361,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Banana,Loamy,145,14,255,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Banana,Loamy,111,54,196,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Banana,Loamy,80,20,302,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Banana,Loamy,95,50,124,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Banana,Loamy,107,34,357,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Banana,Loamy,235,20,172,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Banana,Loamy,71,36,205,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Banana,Loamy,229,58,180,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
